code,name,market,industry,close_price,change_rate,market_cap
005930,삼성전자,KOSPI,통신 및 방송 장비 제조업,268500,-2.19,1569725806248000
000660,SK하이닉스,KOSPI,반도체 제조업,1662000,1.03,1214078310630000
005935,삼성전자우,KOSPI,기타,188300,-3.73,151086497524900
402340,SK스퀘어,KOSPI,기타 금융업,1135000,-1.65,149772768110000
009150,삼성전기,KOSPI,전자부품 제조업,1440000,-7.57,107558922240000
005380,현대차,KOSPI,자동차용 엔진 및 자동차 제조업,435000,-3.97,89069628210000
373220,LG에너지솔루션,KOSPI,일차전지 및 이차전지 제조업,351000,-5.01,82134000000000
207940,삼성바이오로직스,KOSPI,기초 의약물질 제조업,1531000,-1.1,70871445981000
032830,삼성생명,KOSPI,보험업,310500,3.16,62100000000000
028260,삼성물산,KOSPI,기타 전문 도매업,369000,0.0,59839837389000
105560,KB금융,KOSPI,기타 금융업,168500,0.0,59764883179000
012450,한화에어로스페이스,KOSPI,"항공기,우주선 및 부품 제조업",1146000,-1.21,59091657546000
000270,기아,KOSPI,자동차용 엔진 및 자동차 제조업,137200,-3.18,53564663325600
329180,HD현대중공업,KOSPI,선박 및 보트 건조업,489500,-4.02,51378519637500
055550,신한지주,KOSPI,기타 금융업,106500,-0.84,49996450453500
034020,두산에너빌리티,KOSPI,일반 목적용 기계 제조업,77900,-5.69,49899713273400
012330,현대모비스,KOSPI,자동차 신품 부품 제조업,518000,-5.3,46999477994000
068270,셀트리온,KOSPI,기초 의약물질 제조업,195500,-2.74,45476657908000
034730,SK,KOSPI,기타 금융업,590000,0.85,42776594770000
006400,삼성SDI,KOSPI,일차전지 및 이차전지 제조업,488000,-5.43,39325738640000
086790,하나금융지주,KOSPI,기타 금융업,130700,-1.73,35859864663600
035420,NAVER,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",217000,-4.82,34064135945000
066570,LG전자,KOSPI,통신 및 방송 장비 제조업,208000,-3.26,33880004704000
010120,LS ELECTRIC,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",209000,1.21,31350000000000
267260,HD현대일렉트릭,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",785000,-2.24,28297000975000
000810,삼성화재,KOSPI,보험업,626000,1.79,27949318098000
042660,한화오션,KOSPI,선박 및 보트 건조업,90900,-5.11,27852977514600
298040,효성중공업,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2984000,1.02,27824451232000
009540,HD한국조선해양,KOSPI,기타 금융업,374500,-2.98,26504531942000
005490,POSCO홀딩스,KOSPI,1차 철강 제조업,324500,-2.84,25713875511500
010130,고려아연,KOSPI,1차 비철금속 제조업,1219000,1.92,25444149211000
316140,우리금융지주,KOSPI,기타 금융업,33750,0.15,24573026767500
096770,SK이노베이션,KOSPI,석유 정제품 제조업,131500,2.18,22230441622000
042700,한미반도체,KOSPI,특수 목적용 기계 제조업,229000,0.0,21826493800000
017670,SK텔레콤,KOSPI,전기 통신업,99800,-0.7,21436047289400
011200,HMM,KOSPI,해상 운송업,22650,6.59,21364340020500
015760,한국전력,KOSPI,전기업,32600,-1.95,20928028910200
006800,미래에셋증권,KOSPI,금융 지원 서비스업,36350,-3.45,20340256088000
000150,두산,KOSPI,전자부품 제조업,1250000,-2.04,20242293750000
138040,메리츠금융지주,KOSPI,기타 금융업,117200,0.43,19613100395600
051910,LG화학,KOSPI,기초 화학물질 제조업,270500,-3.57,19095228781500
010140,삼성중공업,KOSPI,선박 및 보트 건조업,21250,-4.71,18700000000000
267250,HD현대,KOSPI,기타 금융업,234500,-0.42,18523878432500
033780,KT&G,KOSPI,담배 제조업,176600,0.34,18332926529600
018260,삼성에스디에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",228500,-6.16,17680827300000
079550,LIG디펜스앤에어로스페이스,KOSPI,무기 및 총포탄 제조업,795000,-2.45,17490000000000
010950,S-Oil,KOSPI,석유 정제품 제조업,153600,4.07,17292716851200
003550,LG,KOSPI,기타 금융업,112700,-6.08,17039338850800
035720,카카오,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",38250,-4.38,16944025927500
024110,기업은행,KOSPI,은행 및 저축기관,20450,0.25,16307359021050
196170,알테오젠,KOSDAQ GLOBAL,자연과학 및 공학 연구개발업,298000,-5.1,15968730214000
064350,현대로템,KOSPI,그외 기타 운송장비 제조업,143200,-2.52,15629176357600
086280,현대글로비스,KOSPI,기타 운송관련 서비스업,206500,-2.13,15487500000000
272210,한화시스템,KOSPI,전자부품 제조업,79900,-0.5,15094659181100
011070,LG이노텍,KOSPI,전자부품 제조업,633000,-3.21,14981278731000
278470,에이피알,KOSPI,기타 화학제품 제조업,396500,1.54,14844228457500
003670,포스코퓨처엠,KOSPI,일차전지 및 이차전지 제조업,160400,-5.92,14266973688000
030200,KT,KOSPI,전기 통신업,54300,1.69,13684777495500
047810,한국항공우주,KOSPI,"항공기,우주선 및 부품 제조업",140000,-4.37,13646514980000
307950,현대오토에버,KOSPI,소프트웨어 개발 및 공급업,451000,-7.87,12368215882000
000720,현대건설,KOSPI,토목 건설업,110100,-4.92,12260269726500
005830,DB손해보험,KOSPI,보험업,182000,2.94,11921063518000
086520,에코프로,KOSDAQ GLOBAL,기타 금융업,87100,-6.94,11826102839200
078930,GS,KOSPI,기타 금융업,119300,1.97,11082432553500
006260,LS,KOSPI,기타 금융업,343500,6.18,10717200000000
071050,한국금융지주,KOSPI,기타 금융업,191600,-6.08,10677100067200
247540,에코프로비엠,KOSDAQ GLOBAL,일차전지 및 이차전지 제조업,109100,-6.51,10673300349400
323410,카카오뱅크,KOSPI,은행 및 저축기관,21950,-1.13,10472793592150
259960,크래프톤,KOSPI,소프트웨어 개발 및 공급업,226500,-4.83,10450219174500
005940,NH투자증권,KOSPI,금융 지원 서비스업,27500,-4.35,10153167887500
003230,삼양식품,KOSPI,기타 식품 제조업,1334000,5.04,10049042010000
0126Z0,삼성에피스홀딩스,KOSPI,기타 금융업,384500,-11.3,9567532340500
028050,삼성E&A,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",47900,-3.82,9388400000000
003490,대한항공,KOSPI,항공 여객 운송업,25250,-3.99,9297571690250
443060,HD현대마린솔루션,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",204000,3.66,9146025840000
277810,레인보우로보틱스,KOSDAQ,특수 목적용 기계 제조업,470000,-6.19,9117933260000
047050,포스코인터내셔널,KOSPI,상품 중개업,51400,-3.56,9042431303200
161390,한국타이어앤테크놀로지,KOSPI,고무제품 제조업,69100,-3.49,8559767267900
036930,주성엔지니어링,KOSDAQ GLOBAL,특수 목적용 기계 제조업,179300,0.84,8334064995300
180640,한진칼,KOSPI,기타 금융업,118900,-0.92,7938034973100
016360,삼성증권,KOSPI,금융 지원 서비스업,88800,-4.52,7929840000000
090430,아모레퍼시픽,KOSPI,기타 화학제품 제조업,132200,-2.58,7732742739800
009830,한화솔루션,KOSPI,기초 화학물질 제조업,34000,-3.95,7646346224000
007660,이수페타시스,KOSPI,전자부품 제조업,102900,7.64,7553808635100
039490,키움증권,KOSPI,금융 지원 서비스업,283500,-5.66,7435727586000
352820,하이브,KOSPI,오디오물 출판 및 원판 녹음업,171800,-4.24,7405754424800
005387,현대차2우B,KOSPI,기타,207000,-2.82,7237533510000
064400,LG씨엔에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",73900,-7.51,7159871557200
047040,대우건설,KOSPI,건물 건설업,17170,-4.66,7055284144460
021240,코웨이,KOSPI,그외 기타 개인 서비스업,96500,-1.73,6829056609000
326030,SK바이오팜,KOSPI,자연과학 및 공학 연구개발업,85200,-2.41,6672288900000
267270,HD건설기계,KOSPI,특수 목적용 기계 제조업,133500,-3.68,6397573249500
000100,유한양행,KOSPI,의약품 제조업,79600,-4.9,6339949039600
032640,LG유플러스,KOSPI,전기 통신업,14930,-0.86,6336706038760
241560,두산밥캣,KOSPI,특수 목적용 기계 제조업,64300,-2.72,6163544979500
000880,한화,KOSPI,기타 화학제품 제조업,83800,0.0,5908563612200
353200,대덕전자,KOSPI,전자부품 제조업,117600,-1.26,5811430380000
377300,카카오페이,KOSPI,금융 지원 서비스업,42850,-5.09,5796434552250
028300,HLB,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,43150,0.0,5747503322450
001440,대한전선,KOSPI,절연선 및 케이블 제조업,28700,-4.17,5624987505200
029780,삼성카드,KOSPI,기타 금융업,47950,-1.24,5555433823450
240810,원익IPS,KOSDAQ GLOBAL,특수 목적용 기계 제조업,112400,-3.6,5517030472400
062040,산일전기,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",179200,-1.81,5491198720000
175330,JB금융지주,KOSPI,기타 금융업,27900,-0.36,5203958889600
058470,리노공업,KOSDAQ GLOBAL,전자부품 제조업,67800,-4.24,5167163430000
039030,이오테크닉스,KOSDAQ,특수 목적용 기계 제조업,414000,2.48,5100293700000
010060,OCI홀딩스,KOSPI,기타 금융업,272500,-2.33,5087638220000
128940,한미약품,KOSPI,의약품 제조업,392000,-1.63,5021908472000
036570,NC,KOSPI,소프트웨어 개발 및 공급업,230000,-7.07,4955125060000
271560,오리온,KOSPI,기타 식품 제조업,125100,-6.64,4945051378800
034220,LG디스플레이,KOSPI,전자부품 제조업,9780,-4.77,4890000000000
000500,가온전선,KOSPI,절연선 및 케이블 제조업,162500,-2.75,4838861137500
454910,두산로보틱스,KOSPI,특수 목적용 기계 제조업,74400,-6.06,4822606512000
005385,현대차우,KOSPI,기타,206500,-2.13,4819908240000
088350,한화생명,KOSPI,보험업,5520,-1.95,4794285600000
138930,BNK금융지주,KOSPI,기타 금융업,14820,-2.05,4599046629060
088980,맥쿼리인프라,KOSPI,신탁업 및 집합투자업,9480,-2.17,4540180493640
051900,LG생활건강,KOSPI,기타 화학제품 제조업,300000,-2.44,4492656900000
298380,에이비엘바이오,KOSDAQ GLOBAL,기초 의약물질 제조업,79800,-5.11,4467799547400
000250,삼천당제약,KOSDAQ,의약품 제조업,184700,-2.28,4332595078400
066970,엘앤에프,KOSPI,일차전지 및 이차전지 제조업,105400,-3.92,4288015604000
011790,SKC,KOSPI,기타 화학제품 제조업,86200,-4.01,4275373287600
000990,DB하이텍,KOSPI,반도체 제조업,97600,-5.06,4246047788800
001450,현대해상,KOSPI,보험업,49700,9.59,4236838025000
087010,펩트론,KOSDAQ,기초 의약물질 제조업,180000,-7.22,4197123000000
222800,심텍,KOSDAQ GLOBAL,전자부품 제조업,110900,2.02,4154749947900
108490,로보티즈,KOSDAQ,특수 목적용 기계 제조업,279000,-0.36,4090426812000
214450,파마리서치,KOSDAQ GLOBAL,의료용품 및 기타 의약 관련제품 제조업,393000,-1.26,4083131664000
004170,신세계,KOSPI,종합 소매업,424500,-0.59,4009479334500
082740,한화엔진,KOSPI,일반 목적용 기계 제조업,47100,-3.98,3930360388200
002380,KCC,KOSPI,기타 화학제품 제조업,454500,-2.36,3905471232000
141080,리가켐바이오,KOSDAQ GLOBAL,자연과학 및 공학 연구개발업,105100,-7.73,3890740831800
319660,피에스케이,KOSDAQ,특수 목적용 기계 제조업,132000,-1.57,3823606248000
004020,현대제철,KOSPI,1차 철강 제조업,28650,-4.18,3823221740250
018880,한온시스템,KOSPI,일반 목적용 기계 제조업,3655,-4.32,3750989627560
001040,CJ,KOSPI,기타 금융업,126900,-8.11,3702561046200
052690,한전기술,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",96500,-4.46,3688230000000
007340,DN오토모티브,KOSPI,일차전지 및 이차전지 제조업,62800,6.62,3674482322000
111770,영원무역,KOSPI,상품 종합 도매업,80900,-5.82,3584797761200
095340,ISC,KOSDAQ,기계장비 및 관련 물품 도매업,167100,3.6,3542028391800
403870,HPSP,KOSDAQ GLOBAL,특수 목적용 기계 제조업,42650,5.57,3510095000000
440110,파두,KOSDAQ,반도체 제조업,68300,4.27,3422583144100
103590,일진전기,KOSPI,절연선 및 케이블 제조업,71700,-3.5,3419042463000
036460,한국가스공사,KOSPI,연료용 가스 제조 및 배관공급업,36550,-0.14,3374040150000
028670,팬오션,KOSPI,해상 운송업,6040,4.32,3228799852480
310210,보로노이,KOSDAQ,자연과학 및 공학 연구개발업,174500,-2.89,3218319728500
011780,금호석유화학,KOSPI,기초 화학물질 제조업,126500,-3.14,3182401612500
251270,넷마블,KOSPI,소프트웨어 개발 및 공급업,37950,-2.94,3109416969450
145020,휴젤,KOSDAQ,기초 의약물질 제조업,248000,-3.13,3103762904000
031210,서울보증보험,KOSPI,보험업,44300,-1.34,3093096791400
035250,강원랜드,KOSPI,유원지 및 기타 오락관련 서비스업,14450,-0.96,3091440225000
022100,포스코DX,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",20300,-6.67,3086304998700
009420,한올바이오파마,KOSPI,의약품 제조업,58700,-1.68,3066525450600
161890,한국콜마,KOSPI,기타 화학제품 제조업,129700,-5.12,3061578486900
008930,한미사이언스,KOSPI,기타 금융업,44600,0.68,3050263130000
084370,유진테크,KOSDAQ,특수 목적용 기계 제조업,132800,1.3,3043250377600
214370,케어젠,KOSDAQ,기초 의약물질 제조업,55400,-10.5,2975811000000
131290,티에스이,KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",269000,3.46,2975524401000
085620,미래에셋생명,KOSPI,보험업,21800,4.56,2946924000000
012750,에스원,KOSPI,"경비, 경호 및 탐정업",77500,-0.26,2944936295000
006360,GS건설,KOSPI,건물 건설업,34150,-3.39,2922607883500
257720,실리콘투,KOSDAQ,상품 종합 도매업,44500,3.85,2918143214000
023530,롯데쇼핑,KOSPI,종합 소매업,103000,0.1,2913741765000
017800,현대엘리베이터,KOSPI,일반 목적용 기계 제조업,74300,2.48,2904564205500
302440,SK바이오사이언스,KOSPI,기초 의약물질 제조업,36500,-3.05,2863664184500
004800,효성,KOSPI,기타 금융업,167300,-1.41,2800670091100
319400,현대무벡스,KOSDAQ,일반 목적용 기계 제조업,25100,-10.36,2795538578900
095610,테스,KOSDAQ GLOBAL,특수 목적용 기계 제조업,143000,-3.05,2768480000000
097950,CJ제일제당,KOSPI,기타 식품 제조업,183400,-1.08,2760937712400
139130,iM금융지주,KOSPI,기타 금융업,17380,-0.52,2752356031040
483650,달바글로벌,KOSPI,기타 화학제품 제조업,220000,-3.72,2748661300000
489790,한화비전,KOSPI,통신 및 방송 장비 제조업,54300,1.88,2741519577000
375500,DL이앤씨,KOSPI,토목 건설업,70600,-4.34,2731769783800
192820,코스맥스,KOSPI,기타 화학제품 제조업,239000,-3.43,2712532651000
005850,에스엘,KOSPI,자동차 신품 부품 제조업,58300,-5.36,2707948716000
003690,코리안리,KOSPI,재 보험업,15230,-0.39,2691461302130
001720,신영증권,KOSPI,금융 지원 서비스업,161500,-2.77,2655060000000
347850,디앤디파마텍,KOSDAQ,자연과학 및 공학 연구개발업,57800,-5.86,2649413800200
450080,에코프로머티,KOSPI,일차전지 및 이차전지 제조업,37250,-6.64,2637816657500
080220,제주반도체,KOSDAQ,반도체 제조업,75800,-6.99,2610766741400
067310,하나마이크론,KOSDAQ,반도체 제조업,39200,7.1,2606442064800
064760,티씨케이,KOSDAQ GLOBAL,기타 비금속 광물제품 제조업,232000,-4.92,2593624512000
026960,동서,KOSPI,음·식료품 및 담배 도매업,25800,-1.9,2572260000000
004370,농심,KOSPI,기타 식품 제조업,420000,-4.0,2554709640000
357780,솔브레인,KOSDAQ GLOBAL,기타 화학제품 제조업,326500,1.4,2539701799000
204320,HL만도,KOSPI,자동차 신품 부품 제조업,53200,-6.83,2498118784000
383220,F&F,KOSPI,봉제의복 제조업,64900,-3.13,2486129167500
282330,BGF리테일,KOSPI,종합 소매업,143200,-1.38,2475055339200
031980,피에스케이홀딩스,KOSDAQ,특수 목적용 기계 제조업,111700,0.45,2408519521500
058610,에스피지,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",108000,-8.94,2395154880000
000240,한국앤컴퍼니,KOSPI,기타 금융업,25150,-4.19,2387621286000
011170,롯데케미칼,KOSPI,기초 화학물질 제조업,55700,-2.62,2382590838300
009970,영원무역홀딩스,KOSPI,기타 금융업,183300,-3.22,2374434656100
336260,두산퓨얼셀,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",36200,-4.36,2370872881200
178320,서진시스템,KOSDAQ,기타 전기장비 제조업,37050,0.27,2358259805850
950160,코오롱티슈진,KOSDAQ,기초 의약물질 제조업,27600,-3.33,2345176416000
004990,롯데지주,KOSPI,기타 금융업,23400,-3.7,2332132358400
081660,미스토홀딩스,KOSPI,생활용품 도매업,43500,2.35,2309495040000
181710,NHN,KOSPI,소프트웨어 개발 및 공급업,70500,-5.62,2309096299500
007070,GS리테일,KOSPI,종합 소매업,27250,-1.62,2278302058750
014680,한솔케미칼,KOSPI,기초 화학물질 제조업,210500,-3.66,2272144578000
279570,케이뱅크,KOSPI,은행 및 저축기관,5600,-2.1,2271892845600
214150,클래시스,KOSDAQ GLOBAL,의료용 기기 제조업,34700,-7.47,2263677367300
103140,풍산,KOSPI,1차 비철금속 제조업,80400,-1.95,2253151951200
226950,올릭스,KOSDAQ GLOBAL,자연과학 및 공학 연구개발업,106500,-4.91,2243193525000
018670,SK가스,KOSPI,기타 전문 도매업,242000,-0.82,2243157048000
073240,금호타이어,KOSPI,고무제품 제조업,7790,-4.3,2237757635730
005290,동진쎄미켐,KOSDAQ,기초 화학물질 제조업,43200,-0.58,2201909443200
030000,제일기획,KOSPI,광고업,18850,-0.68,2168527091250
069960,현대백화점,KOSPI,종합 소매업,100000,-2.15,2156491200000
005440,현대지에프홀딩스,KOSPI,기타 금융업,11510,-3.44,2110901760490
139480,이마트,KOSPI,종합 소매업,76100,-3.55,2100041825900
237690,에스티팜,KOSDAQ GLOBAL,의약품 제조업,100300,-5.73,2093926791400
098460,고영,KOSDAQ,특수 목적용 기계 제조업,30300,-6.34,2066587653900
051600,한전KPS,KOSPI,전기 및 통신 공사업,44950,-3.02,2022750000000
010170,대한광통신,KOSDAQ,절연선 및 케이블 제조업,12890,-3.59,2004210157400
475150,SK이터닉스,KOSPI,건물 건설업,58500,0.34,1992919734000
032820,우리기술,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",11500,-3.77,1987023038000
439260,대한조선,KOSPI,선박 및 보트 건조업,52100,-4.75,1984422833000
140410,메지온,KOSDAQ,자연과학 및 공학 연구개발업,64600,-5.97,1977147212400
140860,파크시스템스,KOSDAQ GLOBAL,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",279500,0.0,1957190085500
457190,이수스페셜티케미컬,KOSPI,기초 화학물질 제조업,64600,-5.28,1952139131200
002790,아모레퍼시픽홀딩스,KOSPI,기타 화학제품 제조업,25250,-4.17,1930569045000
112610,씨에스윈드,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업",45700,-2.45,1927233117100
263750,펄어비스,KOSDAQ,소프트웨어 개발 및 공급업,30550,-2.24,1919881450500
071970,HD현대마린엔진,KOSPI,일반 목적용 기계 제조업,55200,-5.15,1872466524000
462870,시프트업,KOSPI,소프트웨어 개발 및 공급업,31700,0.0,1862117913000
068760,셀트리온제약,KOSDAQ,의약품 제조업,41900,-4.66,1860457710800
089030,테크윙,KOSDAQ,특수 목적용 기계 제조업,49300,0.1,1826744698500
083650,비에이치아이,KOSDAQ,일반 목적용 기계 제조업,58900,-3.92,1822623687500
395400,SK리츠,KOSPI,부동산 임대 및 공급업,5850,-0.51,1760953077000
089970,브이엠,KOSDAQ,특수 목적용 기계 제조업,66700,-2.2,1755995225500
011210,현대위아,KOSPI,자동차 신품 부품 제조업,63900,-5.75,1737765803700
000155,두산우,KOSPI,기타,430000,-2.16,1718478660000
000120,CJ대한통운,KOSPI,도로 화물 운송업,75300,-2.46,1717769503200
008770,호텔신라,KOSPI,기타 상품 전문 소매업,43650,-3.85,1713180481650
023590,다우기술,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",39500,-1.86,1709848824000
020150,롯데에너지머티리얼즈,KOSPI,전자부품 제조업,32350,-6.1,1694022728050
006040,동원산업,KOSPI,기타 금융업,38000,1.2,1677351122000
120110,코오롱인더,KOSPI,화학섬유 제조업,56000,1.27,1676977792000
0009K0,에임드바이오,KOSDAQ,자연과학 및 공학 연구개발업,25800,-5.32,1668515953800
089860,롯데렌탈,KOSPI,운송장비 임대업,45300,0.67,1644815276400
060370,LS마린솔루션,KOSDAQ,전기 및 통신 공사업,31250,-3.85,1632464187500
041510,에스엠,KOSDAQ GLOBAL,오디오물 출판 및 원판 녹음업,71000,-3.27,1625522990000
420770,기가비스,KOSDAQ,특수 목적용 기계 제조업,128100,6.66,1623764599800
097230,HJ중공업,KOSPI,토목 건설업,17630,-1.51,1591906914720
00680K,미래에셋증권2우B,KOSPI,기타,11620,-5.07,1586130000000
096530,씨젠,KOSDAQ GLOBAL,의료용품 및 기타 의약 관련제품 제조업,30300,-5.75,1582447618200
323280,태성,KOSDAQ,특수 목적용 기계 제조업,51700,-4.26,1578813566000
043260,성호전자,KOSDAQ,전자부품 제조업,21450,5.15,1575149690400
007810,코리아써키트,KOSPI,전자부품 제조업,65400,3.65,1568463348000
001800,오리온홀딩스,KOSPI,기타 금융업,25800,-3.73,1552041621600
001430,세아베스틸지주,KOSPI,1차 철강 제조업,43100,-4.22,1545657328900
030530,원익홀딩스,KOSDAQ,기초 화학물질 제조업,19760,-5.9,1526222504560
131970,두산테스나,KOSDAQ GLOBAL,"그외 기타 전문, 과학 및 기술 서비스업",78700,-6.31,1521053630600
001120,LX인터내셔널,KOSPI,상품 중개업,38500,1.85,1492260000000
001740,SK네트웍스,KOSPI,기타 전문 도매업,7430,-2.11,1490412595270
294870,IPARK현대산업개발,KOSPI,건물 건설업,22500,1.81,1482914925000
009155,삼성전기우,KOSPI,기타,507000,-8.48,1473840888000
007390,네이처셀,KOSDAQ,기초 의약물질 제조업,22600,-3.42,1456232265600
229640,LS에코에너지,KOSPI,기타 금융업,47450,-1.76,1453150508550
475830,오름테라퓨틱,KOSDAQ,기초 의약물질 제조업,65700,-3.52,1426977063000
290650,엘앤씨바이오,KOSDAQ,의약품 제조업,52800,-3.47,1424000371200
006280,녹십자,KOSPI,의약품 제조업,121800,-5.73,1423420328400
020560,아시아나항공,KOSPI,항공 여객 운송업,6880,-4.31,1417216091680
039200,오스코텍,KOSDAQ,의약품 제조업,36600,-2.14,1400249241600
035900,JYP Ent.,KOSDAQ GLOBAL,오디오물 출판 및 원판 녹음업,39350,-4.14,1398203560200
298020,효성티앤씨,KOSPI,화학섬유 제조업,322500,-2.42,1395677445000
322000,HD현대에너지솔루션,KOSPI,반도체 제조업,124600,1.05,1395520000000
093370,후성,KOSPI,기초 화학물질 제조업,12970,4.6,1391101630100
082920,비츠로셀,KOSDAQ GLOBAL,일차전지 및 이차전지 제조업,30550,-3.63,1379011022350
281820,케이씨텍,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",69400,-3.48,1374027073400
069620,대웅제약,KOSPI,의약품 제조업,118500,-4.9,1373009137500
078600,대주전자재료,KOSDAQ,전자부품 제조업,86900,-9.1,1364689592200
218410,RFHIC,KOSDAQ,통신 및 방송 장비 제조업,51000,-4.14,1355347542000
347700,스피어,KOSDAQ,소프트웨어 개발 및 공급업,25750,-2.65,1327447571500
012630,HDC,KOSPI,기타 금융업,22200,-0.45,1326266206200
127120,제이에스링크,KOSDAQ,자연과학 및 공학 연구개발업,38050,-6.05,1322342441900
241710,코스메카코리아,KOSDAQ GLOBAL,기타 화학제품 제조업,122900,-3.38,1312572000000
007310,오뚜기,KOSPI,기타 식품 제조업,326000,-3.26,1306552580000
005070,코스모신소재,KOSPI,기타 화학제품 제조업,39000,-7.58,1295368269000
082640,동양생명,KOSPI,보험업,8250,0.0,1287516293250
017960,한국카본,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업",24500,-2.58,1266073907000
415640,KB발해인프라,KOSPI,신탁업 및 집합투자업,10290,-0.1,1260993688920
066575,LG전자우,KOSPI,기타,73000,-2.41,1254234827000
003540,대신증권,KOSPI,금융 지원 서비스업,26300,-3.31,1253619113800
000815,삼성화재우,KOSPI,기타,414500,2.6,1246409790000
192080,더블유게임즈,KOSPI,소프트웨어 개발 및 공급업,58800,-4.55,1244999918400
437730,삼현,KOSDAQ,자동차 신품 부품 제조업,38600,-3.74,1223912086200
361610,SK아이이테크놀로지,KOSPI,일차전지 및 이차전지 제조업,14710,-5.4,1203088241000
004000,롯데정밀화학,KOSPI,기초 화학물질 제조업,46350,-1.59,1195830000000
003380,하림지주,KOSDAQ GLOBAL,기타 금융업,10640,-5.25,1191739807440
030610,교보증권,KOSPI,금융 지원 서비스업,10140,-3.7,1155584424540
195940,HK이노엔,KOSDAQ GLOBAL,의약품 제조업,40350,-3.12,1143111101850
280360,롯데웰푸드,KOSPI,기타 식품 제조업,123200,-4.72,1134003516800
330590,롯데리츠,KOSPI,부동산 임대 및 공급업,3920,-1.13,1132758025280
183300,코미코,KOSDAQ,특수 목적용 기계 제조업,54400,0.0,1117664864000
166090,하나머티리얼즈,KOSDAQ,반도체 제조업,56500,-3.09,1117438581000
006340,대원전선,KOSPI,절연선 및 케이블 제조업,14110,-4.08,1106427409760
300720,한일시멘트,KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",15040,0.94,1106119943360
000080,하이트진로,KOSPI,알코올음료 제조업,15390,-2.9,1079356273290
000210,DL,KOSPI,기초 화학물질 제조업,50700,-2.31,1062463318800
032350,롯데관광개발,KOSPI,여행사 및 기타 여행보조 서비스업,13240,-3.78,1055565063920
077970,STX엔진,KOSPI,일반 목적용 기계 제조업,26250,-7.57,1053886653750
003570,SNT다이내믹스,KOSPI,자동차 신품 부품 제조업,31450,-3.53,1045797320650
496320,본시스템즈,KONEX,특수 목적용 기계 제조업,1023000,0.0,1039340379000
204270,제이앤티씨,KOSDAQ,전자부품 제조업,17870,-4.08,1033752087420
001820,삼화콘덴서,KOSPI,전자부품 제조업,97400,-5.44,1012473000000
003090,대웅,KOSPI,의약품 제조업,17350,-4.2,1008763353000
003240,태광산업,KOSPI,화학섬유 제조업,896000,-3.66,997606400000
451800,한화리츠,KOSPI,부동산 임대 및 공급업,5510,-0.9,989596000000
036540,SFA반도체,KOSDAQ,반도체 제조업,5990,-0.83,985117214970
491000,리브스메드,KOSDAQ,의료용 기기 제조업,38850,-15.36,981167278350
003530,한화투자증권,KOSPI,금융 지원 서비스업,4550,-4.81,976192376250
192400,쿠쿠홀딩스,KOSPI,기타 금융업,27400,3.98,974403869000
009450,경동나비엔,KOSPI,가정용 기기 제조업,66300,-2.64,965897649600
195870,해성디에스,KOSPI,전자부품 제조업,56600,-3.9,962200000000
293490,카카오게임즈,KOSDAQ GLOBAL,소프트웨어 개발 및 공급업,8810,-2.0,940425784650
051915,LG화학우,KOSPI,기타,122300,-3.17,940340240000
009240,한샘,KOSPI,생활용품 도매업,39900,-1.48,939003727200
006120,SK디스커버리,KOSPI,기타 금융업,53700,1.9,935118428700
101490,에스앤에스텍,KOSDAQ GLOBAL,전자부품 제조업,43750,-1.69,933400956250
115180,큐리언트,KOSDAQ,자연과학 및 공학 연구개발업,24650,-3.71,924680684650
185750,종근당,KOSPI,의약품 제조업,66700,-2.34,920645426000
005300,롯데칠성,KOSPI,비알코올음료 및 얼음 제조업,97800,-3.83,907474855200
071055,한국금융지주우,KOSPI,기타,154500,-1.15,905099779500
